MANHANVIEN,MABOPHAN,MACHINHANH,NGAYVAOLAM,NGAYNGHIVIEC,HESOLUONG
NV00000105,BOPHAN0003,CN00000009,2010-02-20,2012-03-14,1.15
NV00000116,BOPHAN0004,CN00000005,2017-03-09,2018-03-05,1.55
NV00000164,BOPHAN0003,CN00000003,2010-08-28,,1.76
NV00000188,BOPHAN0004,CN00000002,2017-10-22,2018-06-19,1.9
NV00000021,BOPHAN0001,CN00000001,2018-03-23,,1.77
NV00000116,BOPHAN0003,CN00000007,2013-01-09,2013-10-11,1.11
NV00000028,BOPHAN0001,CN00000010,2013-12-05,,1.33
NV00000010,BOPHAN0004,CN00000003,2016-02-13,2016-05-30,1.22
NV00000075,BOPHAN0003,CN00000006,2016-01-27,,1.62
NV00000152,BOPHAN0001,CN00000006,2016-05-04,,1.37
NV00000101,BOPHAN0001,CN00000001,2011-01-04,,1.53
NV00000083,BOPHAN0003,CN00000008,2015-02-15,2015-04-15,1.48
NV00000060,BOPHAN0001,CN00000009,2010-08-15,,1.21
NV00000112,BOPHAN0004,CN00000006,2017-07-14,,1.16
NV00000189,BOPHAN0003,CN00000008,2015-11-12,,1.81
NV00000079,BOPHAN0003,CN00000007,2018-09-07,2020-09-26,1.3
NV00000144,BOPHAN0003,CN00000004,2014-03-07,2015-03-20,1.95
NV00000063,BOPHAN0001,CN00000002,2010-08-05,,1.11
NV00000200,BOPHAN0003,CN00000005,2017-10-06,2019-07-15,1.68
NV00000007,BOPHAN0003,CN00000007,2013-01-16,,1.82
NV00000192,BOPHAN0003,CN00000006,2012-10-18,,1.81
NV00000115,BOPHAN0004,CN00000009,2019-05-21,2021-03-24,1.01
NV00000124,BOPHAN0004,CN00000004,2010-01-03,2010-01-15,1.41
NV00000182,BOPHAN0004,CN00000006,2011-04-10,2013-02-07,1.08
NV00000159,BOPHAN0002,CN00000003,2012-03-15,,1.24
NV00000183,BOPHAN0001,CN00000005,2014-09-01,2015-02-28,1.91
NV00000033,BOPHAN0001,CN00000010,2017-08-06,2020-03-01,1.22
NV00000019,BOPHAN0004,CN00000008,2013-05-16,,1.47
NV00000163,BOPHAN0004,CN00000005,2014-01-11,2016-09-29,1.81
NV00000149,BOPHAN0002,CN00000001,2019-06-17,2021-08-18,1.13
NV00000136,BOPHAN0001,CN00000009,2014-04-03,,1.83
NV00000094,BOPHAN0002,CN00000010,2015-06-20,,1.01
NV00000149,BOPHAN0003,CN00000002,2010-02-26,,1.24
NV00000046,BOPHAN0001,CN00000010,2011-04-03,2012-01-07,1.86
NV00000108,BOPHAN0001,CN00000002,2016-06-12,2016-11-22,1.38
NV00000165,BOPHAN0004,CN00000005,2013-09-08,2014-06-25,1.77
NV00000169,BOPHAN0003,CN00000004,2012-05-04,,1.52
NV00000184,BOPHAN0001,CN00000005,2010-12-02,,1.3
NV00000099,BOPHAN0004,CN00000005,2010-01-08,2011-09-22,1.48
NV00000072,BOPHAN0004,CN00000007,2010-04-19,2012-02-27,1.62
NV00000160,BOPHAN0001,CN00000009,2013-10-20,2013-11-26,1.24
NV00000162,BOPHAN0002,CN00000010,2012-04-21,,1.09
NV00000072,BOPHAN0002,CN00000001,2019-05-23,2020-10-16,1.98
NV00000124,BOPHAN0002,CN00000005,2019-03-10,,1.69
NV00000102,BOPHAN0004,CN00000001,2018-12-18,,1.52
NV00000054,BOPHAN0004,CN00000003,2010-09-09,,1.15
NV00000069,BOPHAN0002,CN00000010,2012-01-25,2014-01-06,1.76
NV00000180,BOPHAN0004,CN00000008,2010-06-27,,1.35
NV00000064,BOPHAN0001,CN00000004,2014-03-29,,1.29
NV00000067,BOPHAN0001,CN00000002,2017-02-22,2019-06-24,1.11
NV00000109,BOPHAN0001,CN00000008,2017-08-11,2018-03-26,1.05
NV00000168,BOPHAN0002,CN00000010,2010-09-20,2011-08-01,1.51
NV00000118,BOPHAN0001,CN00000005,2011-06-07,2013-09-05,1.01
NV00000092,BOPHAN0002,CN00000003,2016-07-08,,1.23
NV00000147,BOPHAN0004,CN00000004,2018-01-18,2020-01-29,1.63
NV00000107,BOPHAN0004,CN00000009,2018-08-22,2019-11-12,1.98
NV00000158,BOPHAN0001,CN00000005,2012-10-25,,1.27
NV00000081,BOPHAN0004,CN00000006,2018-12-07,,1.49
NV00000047,BOPHAN0002,CN00000005,2011-04-06,,1.81
NV00000191,BOPHAN0004,CN00000004,2011-03-22,2012-08-22,1.67
NV00000080,BOPHAN0001,CN00000008,2017-07-13,2020-01-10,1.84
NV00000181,BOPHAN0003,CN00000005,2014-09-23,,1.4
NV00000039,BOPHAN0002,CN00000010,2014-08-25,2016-06-12,1.72
NV00000103,BOPHAN0004,CN00000002,2015-08-31,,1.21
NV00000020,BOPHAN0004,CN00000003,2010-10-29,2012-02-01,1.81
NV00000187,BOPHAN0002,CN00000008,2011-07-01,2013-07-18,1.44
NV00000163,BOPHAN0001,CN00000002,2017-02-18,2018-05-03,1.82
NV00000055,BOPHAN0003,CN00000007,2018-10-30,,1.24
NV00000074,BOPHAN0001,CN00000002,2018-10-24,2020-05-10,1.57
NV00000041,BOPHAN0004,CN00000007,2017-08-16,2019-03-13,1.64
NV00000053,BOPHAN0001,CN00000001,2018-09-03,2018-10-30,1.11
NV00000019,BOPHAN0001,CN00000003,2016-04-18,2016-12-08,1.78
NV00000191,BOPHAN0001,CN00000008,2014-06-30,,1.28
NV00000127,BOPHAN0003,CN00000003,2015-05-11,2016-06-16,1.48
NV00000086,BOPHAN0004,CN00000009,2016-06-12,,1.85
NV00000119,BOPHAN0001,CN00000008,2014-08-09,,1.84
NV00000138,BOPHAN0002,CN00000001,2017-11-30,,1.17
NV00000130,BOPHAN0004,CN00000002,2011-04-20,,1.92
NV00000141,BOPHAN0002,CN00000006,2017-10-05,2019-06-22,1.37
NV00000102,BOPHAN0001,CN00000003,2011-05-19,2013-05-13,1.64
NV00000174,BOPHAN0003,CN00000007,2016-09-27,2018-04-19,1.19
NV00000029,BOPHAN0003,CN00000003,2014-02-20,2015-07-20,1.65
NV00000198,BOPHAN0002,CN00000005,2011-08-11,,1.54
NV00000038,BOPHAN0004,CN00000004,2017-07-12,2019-05-08,1.68
NV00000193,BOPHAN0004,CN00000004,2017-06-04,2017-07-04,1.52
NV00000178,BOPHAN0004,CN00000005,2012-04-21,,1.87
NV00000190,BOPHAN0001,CN00000010,2016-06-23,2017-10-29,1.31
NV00000018,BOPHAN0004,CN00000005,2015-12-20,,1.08
NV00000168,BOPHAN0003,CN00000003,2016-04-10,2018-10-28,1.13
NV00000039,BOPHAN0003,CN00000005,2011-11-25,2012-02-12,1.44
NV00000152,BOPHAN0004,CN00000002,2017-12-30,2020-04-19,1.46
NV00000039,BOPHAN0002,CN00000008,2014-12-21,2015-03-04,1.46
NV00000113,BOPHAN0003,CN00000010,2017-08-12,,1.14
NV00000110,BOPHAN0003,CN00000008,2019-01-25,2019-02-04,1.91
NV00000189,BOPHAN0002,CN00000007,2017-06-02,,1.37
NV00000058,BOPHAN0004,CN00000007,2014-09-24,,1.29
NV00000159,BOPHAN0003,CN00000003,2013-05-27,,1.12
NV00000019,BOPHAN0004,CN00000002,2017-04-09,,1.98
NV00000005,BOPHAN0002,CN00000009,2013-07-04,2015-02-05,1.29
NV00000020,BOPHAN0003,CN00000002,2011-06-12,,1.56
NV00000185,BOPHAN0003,CN00000005,2010-09-01,2012-04-06,1.16
NV00000096,BOPHAN0004,CN00000001,2012-12-29,,1.87
NV00000100,BOPHAN0003,CN00000005,2016-01-27,,1.19
NV00000069,BOPHAN0002,CN00000005,2019-03-09,2019-07-24,1.72
NV00000048,BOPHAN0001,CN00000003,2013-02-17,2013-05-17,1.54
NV00000150,BOPHAN0002,CN00000004,2013-01-07,,1.09
NV00000148,BOPHAN0001,CN00000003,2013-09-25,2015-11-11,1.5
NV00000172,BOPHAN0002,CN00000004,2017-03-17,2019-06-13,1.68
NV00000091,BOPHAN0004,CN00000004,2011-07-22,2013-08-13,1.56
NV00000032,BOPHAN0004,CN00000001,2016-03-07,2017-06-18,1.22
NV00000111,BOPHAN0002,CN00000007,2019-08-18,,1.81
NV00000047,BOPHAN0001,CN00000001,2013-11-05,2014-10-16,1.14
NV00000078,BOPHAN0001,CN00000001,2019-07-25,2020-10-15,1.86
NV00000012,BOPHAN0002,CN00000005,2016-07-24,2018-07-21,1.36
NV00000072,BOPHAN0002,CN00000004,2016-07-05,2018-11-18,1.44
NV00000145,BOPHAN0001,CN00000007,2012-07-17,2013-08-02,1.06
NV00000120,BOPHAN0003,CN00000001,2012-07-16,2013-09-25,1.16
NV00000170,BOPHAN0002,CN00000008,2013-01-08,2013-11-03,1.57
NV00000130,BOPHAN0001,CN00000002,2015-02-19,2016-04-09,1.94
NV00000042,BOPHAN0003,CN00000005,2011-07-30,2012-04-01,1.27
NV00000059,BOPHAN0004,CN00000001,2011-11-20,,1.49
NV00000036,BOPHAN0004,CN00000008,2017-05-01,2018-10-05,1.41
NV00000187,BOPHAN0004,CN00000005,2018-08-11,,1.48
NV00000178,BOPHAN0004,CN00000007,2013-03-24,,1.19
NV00000072,BOPHAN0002,CN00000002,2011-09-20,,1.24
NV00000068,BOPHAN0002,CN00000010,2013-08-25,2013-11-06,1.75
NV00000048,BOPHAN0002,CN00000007,2014-03-24,2016-04-28,1.09
NV00000182,BOPHAN0003,CN00000001,2013-11-17,,1.7
NV00000075,BOPHAN0004,CN00000008,2011-07-11,2012-10-08,1.08
NV00000041,BOPHAN0002,CN00000003,2019-08-28,,1.86
NV00000049,BOPHAN0003,CN00000008,2012-04-01,2012-12-23,1.71
NV00000158,BOPHAN0001,CN00000006,2015-11-22,2016-11-14,1.41
NV00000026,BOPHAN0004,CN00000002,2011-11-30,2014-04-23,1.22
NV00000199,BOPHAN0001,CN00000008,2015-03-31,2017-08-10,1.24
NV00000070,BOPHAN0001,CN00000009,2014-09-03,,1.29
NV00000143,BOPHAN0004,CN00000004,2015-05-02,2015-07-18,1.75
NV00000047,BOPHAN0003,CN00000006,2019-12-02,,1.84
NV00000121,BOPHAN0003,CN00000001,2012-06-14,,1.83
NV00000087,BOPHAN0001,CN00000009,2013-08-03,2013-10-11,1.45
NV00000065,BOPHAN0003,CN00000001,2016-06-18,2016-12-08,1.26
NV00000167,BOPHAN0002,CN00000004,2015-11-27,2018-07-22,1.92
NV00000182,BOPHAN0002,CN00000001,2013-07-12,2015-02-04,1.14
NV00000164,BOPHAN0001,CN00000002,2019-01-27,2020-01-18,1.52
NV00000193,BOPHAN0002,CN00000007,2016-04-14,2017-06-06,1.9
NV00000177,BOPHAN0003,CN00000009,2016-04-18,,1.53
NV00000002,BOPHAN0003,CN00000008,2017-09-29,,1.56
NV00000062,BOPHAN0003,CN00000005,2014-02-28,2014-04-02,1.47
NV00000058,BOPHAN0001,CN00000004,2012-11-26,2015-03-02,1.77
NV00000034,BOPHAN0002,CN00000006,2011-06-11,2013-05-20,1.85
NV00000095,BOPHAN0002,CN00000008,2017-03-30,,1.8
NV00000091,BOPHAN0004,CN00000007,2017-10-26,,1.31
NV00000151,BOPHAN0004,CN00000003,2011-07-22,,1.69
NV00000143,BOPHAN0004,CN00000002,2012-09-08,,1.87
NV00000035,BOPHAN0001,CN00000003,2012-11-17,2013-08-31,1.81
NV00000082,BOPHAN0002,CN00000006,2015-06-30,,1.56
NV00000100,BOPHAN0003,CN00000009,2010-08-24,,1.54
NV00000111,BOPHAN0004,CN00000003,2017-02-09,,1.15
NV00000073,BOPHAN0002,CN00000009,2015-03-20,,1.51
NV00000175,BOPHAN0001,CN00000001,2015-05-24,2016-01-17,1.75
NV00000060,BOPHAN0004,CN00000006,2019-12-14,2021-07-17,1.79
NV00000046,BOPHAN0003,CN00000010,2019-05-21,2020-12-08,1.95
NV00000073,BOPHAN0003,CN00000002,2010-07-23,2010-10-06,1.23
NV00000019,BOPHAN0002,CN00000003,2012-04-04,,1.56
NV00000125,BOPHAN0003,CN00000006,2019-02-12,,1.96
NV00000195,BOPHAN0003,CN00000004,2015-06-26,,1.82
NV00000161,BOPHAN0004,CN00000003,2012-12-25,,1.19
NV00000114,BOPHAN0004,CN00000007,2016-09-06,,1.03
NV00000189,BOPHAN0002,CN00000004,2011-08-23,2014-05-11,1.69
NV00000184,BOPHAN0001,CN00000009,2010-04-07,,1.3
NV00000006,BOPHAN0003,CN00000009,2010-05-20,2010-10-31,1.95
NV00000174,BOPHAN0002,CN00000006,2014-01-05,,1.04
NV00000098,BOPHAN0001,CN00000004,2014-01-29,,1.96
NV00000199,BOPHAN0004,CN00000002,2013-06-17,,1.06
NV00000149,BOPHAN0002,CN00000009,2014-02-19,2015-01-26,1.68
NV00000031,BOPHAN0001,CN00000004,2014-05-19,,1.95
NV00000003,BOPHAN0002,CN00000005,2012-12-15,2014-07-29,1.57
NV00000145,BOPHAN0003,CN00000006,2011-07-11,2011-11-04,1.12
NV00000054,BOPHAN0002,CN00000003,2014-02-23,2014-06-04,1.29
NV00000180,BOPHAN0002,CN00000006,2011-06-24,,1.32
NV00000074,BOPHAN0001,CN00000005,2013-02-07,2014-03-22,1.03
NV00000001,BOPHAN0001,CN00000010,2011-02-08,,1.58
NV00000058,BOPHAN0003,CN00000006,2018-08-05,,1.57
NV00000125,BOPHAN0001,CN00000005,2013-06-14,2015-03-17,1.9
NV00000188,BOPHAN0001,CN00000010,2014-12-29,2015-08-03,1.72
NV00000183,BOPHAN0002,CN00000004,2016-05-19,2017-03-31,1.8
NV00000079,BOPHAN0001,CN00000002,2018-03-01,,1.82
NV00000065,BOPHAN0003,CN00000004,2015-05-05,,1.38
NV00000014,BOPHAN0002,CN00000004,2015-03-28,,1.38
NV00000068,BOPHAN0001,CN00000007,2012-11-06,2014-07-30,1.32
NV00000140,BOPHAN0004,CN00000005,2019-11-12,,1.65
NV00000131,BOPHAN0001,CN00000010,2011-11-17,,1.12
NV00000005,BOPHAN0004,CN00000004,2013-12-14,2014-06-23,1.95
NV00000112,BOPHAN0001,CN00000001,2014-06-29,,1.89
NV00000074,BOPHAN0003,CN00000001,2010-06-18,,1.65
NV00000084,BOPHAN0002,CN00000010,2015-02-25,,1.13
NV00000009,BOPHAN0003,CN00000004,2018-06-30,,1.8
NV00000093,BOPHAN0002,CN00000002,2013-02-19,,1.78
NV00000163,BOPHAN0003,CN00000010,2013-09-02,2014-12-20,1.62
NV00000084,BOPHAN0002,CN00000003,2014-11-24,2016-11-11,1.19
NV00000032,BOPHAN0002,CN00000006,2014-09-19,2015-04-18,1.74
NV00000054,BOPHAN0004,CN00000006,2015-12-25,2016-11-04,1.42
NV00000155,BOPHAN0001,CN00000005,2017-06-03,,1.91
NV00000043,BOPHAN0002,CN00000010,2014-04-26,,1.83
NV00000135,BOPHAN0004,CN00000006,2013-06-17,,1.45
NV00000175,BOPHAN0002,CN00000009,2010-09-10,2012-05-30,1.42
NV00000132,BOPHAN0004,CN00000004,2018-09-01,,1.15
NV00000053,BOPHAN0003,CN00000001,2013-08-01,2014-06-25,1.16
NV00000064,BOPHAN0001,CN00000010,2019-09-14,,1.69
NV00000019,BOPHAN0001,CN00000004,2016-11-09,2017-04-03,1.55
NV00000064,BOPHAN0002,CN00000004,2017-03-02,,1.79
NV00000147,BOPHAN0004,CN00000001,2012-08-03,,1.4
NV00000090,BOPHAN0001,CN00000008,2010-09-04,2013-03-18,1.04
NV00000121,BOPHAN0004,CN00000008,2018-07-11,,1.48
NV00000174,BOPHAN0003,CN00000008,2010-04-24,,1.52
NV00000052,BOPHAN0001,CN00000002,2018-09-01,,1.4
NV00000048,BOPHAN0002,CN00000002,2016-02-10,,1.89
NV00000029,BOPHAN0003,CN00000002,2017-01-31,2018-06-01,1.21
NV00000074,BOPHAN0002,CN00000001,2015-02-07,,1.55
NV00000118,BOPHAN0003,CN00000003,2017-02-08,,1.38
NV00000104,BOPHAN0004,CN00000006,2015-02-07,,1.52
NV00000125,BOPHAN0002,CN00000005,2019-02-26,,1.92
NV00000171,BOPHAN0004,CN00000004,2010-09-02,,1.26
NV00000083,BOPHAN0001,CN00000001,2019-11-23,2020-05-25,1.93
NV00000117,BOPHAN0004,CN00000006,2016-08-12,2018-04-09,1.34
NV00000157,BOPHAN0002,CN00000002,2015-11-11,,1.54
NV00000035,BOPHAN0002,CN00000002,2010-05-28,2013-02-11,1.33
NV00000185,BOPHAN0002,CN00000001,2016-08-14,,1.68
NV00000163,BOPHAN0003,CN00000007,2016-01-24,2018-10-13,1.48
NV00000173,BOPHAN0003,CN00000008,2010-04-29,,1.49
NV00000184,BOPHAN0004,CN00000003,2012-02-13,2013-04-29,1.55
NV00000169,BOPHAN0004,CN00000005,2013-05-02,,1.3
NV00000032,BOPHAN0003,CN00000001,2015-08-20,,1.65
NV00000187,BOPHAN0004,CN00000004,2014-04-20,2014-08-13,1.84
NV00000016,BOPHAN0002,CN00000009,2013-03-04,,1.9
NV00000019,BOPHAN0003,CN00000007,2019-09-20,,1.51
NV00000174,BOPHAN0004,CN00000006,2010-11-17,,1.43
NV00000111,BOPHAN0002,CN00000004,2013-03-26,,1.82
NV00000135,BOPHAN0003,CN00000005,2017-08-03,2019-06-20,1.44
NV00000173,BOPHAN0004,CN00000010,2013-12-05,,1.15
NV00000172,BOPHAN0003,CN00000004,2012-02-10,,1.3
NV00000032,BOPHAN0001,CN00000010,2016-09-14,2017-07-05,1.91
NV00000030,BOPHAN0001,CN00000006,2012-08-21,2015-01-24,1.55
NV00000190,BOPHAN0002,CN00000004,2019-02-05,,1.44
NV00000135,BOPHAN0003,CN00000001,2016-12-22,,1.29
NV00000106,BOPHAN0001,CN00000005,2016-06-08,,1.49
NV00000018,BOPHAN0003,CN00000001,2016-09-19,,1.22
NV00000011,BOPHAN0001,CN00000002,2010-05-25,2012-11-03,1.21
NV00000184,BOPHAN0004,CN00000001,2011-06-23,2012-08-07,1.11
NV00000097,BOPHAN0002,CN00000010,2013-02-02,2015-02-16,1.64
NV00000189,BOPHAN0004,CN00000004,2010-03-02,,1.94
NV00000064,BOPHAN0002,CN00000006,2013-05-07,2013-08-25,1.87
NV00000061,BOPHAN0001,CN00000001,2015-05-31,2015-08-09,1.52
NV00000175,BOPHAN0001,CN00000004,2016-02-13,2017-12-07,1.33
NV00000084,BOPHAN0004,CN00000008,2015-09-17,2018-05-20,1.49
NV00000122,BOPHAN0003,CN00000008,2015-10-24,2017-05-22,1.23
NV00000113,BOPHAN0001,CN00000005,2017-02-02,,1.79
NV00000130,BOPHAN0003,CN00000001,2012-06-12,,1.16
NV00000085,BOPHAN0003,CN00000005,2019-07-10,,1.77
NV00000059,BOPHAN0001,CN00000006,2011-01-05,2011-08-31,1.75
NV00000033,BOPHAN0001,CN00000009,2015-09-01,,1.72
NV00000081,BOPHAN0001,CN00000001,2010-06-13,,1.78
NV00000055,BOPHAN0002,CN00000006,2014-10-18,2017-01-09,1.57
NV00000077,BOPHAN0003,CN00000003,2018-09-20,2019-06-11,1.61
NV00000017,BOPHAN0004,CN00000004,2016-05-17,2017-10-07,1.84
NV00000154,BOPHAN0002,CN00000008,2010-02-10,,1.36
NV00000164,BOPHAN0003,CN00000001,2019-06-04,2019-08-12,1.21
NV00000198,BOPHAN0001,CN00000005,2018-09-02,2021-01-19,1.21
NV00000164,BOPHAN0001,CN00000009,2018-01-16,,1.63
NV00000068,BOPHAN0004,CN00000002,2015-11-23,,1.09
NV00000112,BOPHAN0004,CN00000005,2018-05-18,2021-01-05,1.67
NV00000047,BOPHAN0004,CN00000003,2010-08-13,2011-05-28,1.99
NV00000086,BOPHAN0003,CN00000005,2016-12-14,,1.49
NV00000005,BOPHAN0001,CN00000007,2018-04-02,2019-07-28,1.2
NV00000081,BOPHAN0002,CN00000001,2014-06-24,2016-10-19,1.93
NV00000084,BOPHAN0003,CN00000003,2011-09-15,2012-06-18,1.24
NV00000161,BOPHAN0003,CN00000006,2013-07-20,,1.68
NV00000156,BOPHAN0001,CN00000006,2014-07-28,2016-03-09,1.37
NV00000155,BOPHAN0003,CN00000007,2010-11-22,2013-07-22,1.69
NV00000039,BOPHAN0001,CN00000007,2016-02-04,2016-02-29,1.05
NV00000147,BOPHAN0002,CN00000003,2015-04-02,,1.47
NV00000070,BOPHAN0004,CN00000004,2013-12-03,2016-03-10,1.75
NV00000057,BOPHAN0003,CN00000010,2018-06-07,,1.91
NV00000006,BOPHAN0004,CN00000007,2017-01-08,2019-09-17,1.45
NV00000010,BOPHAN0004,CN00000008,2016-09-23,2016-12-19,1.89
NV00000187,BOPHAN0002,CN00000010,2012-08-24,2015-01-10,1.01
NV00000180,BOPHAN0002,CN00000003,2014-04-24,2015-08-03,1.92
NV00000166,BOPHAN0002,CN00000009,2014-11-06,,1.23
NV00000137,BOPHAN0004,CN00000008,2014-09-25,2015-01-24,1.72
NV00000096,BOPHAN0004,CN00000009,2015-01-11,,1.1
NV00000181,BOPHAN0002,CN00000009,2017-08-19,,1.99
NV00000089,BOPHAN0004,CN00000004,2013-07-14,2015-10-04,1.83
NV00000026,BOPHAN0001,CN00000007,2010-02-04,2011-04-12,1.51
NV00000040,BOPHAN0001,CN00000001,2016-12-30,2018-08-22,1.23
NV00000188,BOPHAN0001,CN00000008,2014-07-05,,1.13
NV00000042,BOPHAN0004,CN00000001,2015-10-04,2018-03-08,1.05
NV00000123,BOPHAN0001,CN00000002,2018-08-24,,1.07
NV00000040,BOPHAN0003,CN00000005,2019-08-12,2020-03-12,1.8
NV00000153,BOPHAN0001,CN00000008,2012-06-13,2013-08-28,1.23
NV00000025,BOPHAN0001,CN00000004,2017-11-11,,1.19
NV00000111,BOPHAN0001,CN00000010,2018-07-25,,1.25
NV00000100,BOPHAN0002,CN00000009,2013-06-26,2013-10-17,1.71
NV00000187,BOPHAN0004,CN00000006,2015-06-03,,1.76
NV00000160,BOPHAN0003,CN00000001,2017-03-10,2018-08-28,1.19
NV00000093,BOPHAN0002,CN00000004,2013-08-22,,1.27
NV00000184,BOPHAN0004,CN00000006,2011-11-14,2013-08-11,1.44
NV00000177,BOPHAN0002,CN00000002,2014-03-31,2015-01-21,1.84
NV00000089,BOPHAN0004,CN00000003,2011-01-12,,1.18
NV00000131,BOPHAN0002,CN00000009,2018-01-05,,1.58
NV00000104,BOPHAN0003,CN00000009,2019-09-18,2021-07-03,1.64
NV00000196,BOPHAN0003,CN00000009,2016-02-23,2017-03-08,1.62
NV00000132,BOPHAN0001,CN00000002,2015-12-01,2016-01-25,1.16
NV00000050,BOPHAN0001,CN00000010,2015-12-01,,1.37
NV00000110,BOPHAN0001,CN00000008,2012-06-29,,1.05
NV00000022,BOPHAN0002,CN00000008,2017-02-05,2017-08-27,1.59
NV00000200,BOPHAN0004,CN00000002,2019-09-10,,1.58
NV00000047,BOPHAN0004,CN00000007,2010-03-16,,2.0
NV00000115,BOPHAN0001,CN00000009,2015-05-16,,1.15
NV00000166,BOPHAN0004,CN00000007,2017-07-29,2017-10-02,1.47
NV00000070,BOPHAN0004,CN00000001,2010-07-20,,1.29
NV00000147,BOPHAN0003,CN00000001,2014-03-24,2015-04-15,1.19
NV00000077,BOPHAN0001,CN00000006,2016-05-10,,1.28
NV00000072,BOPHAN0004,CN00000002,2016-09-29,2016-10-28,1.82
NV00000020,BOPHAN0001,CN00000005,2013-05-05,,1.75
NV00000109,BOPHAN0002,CN00000006,2018-02-17,,1.57
NV00000167,BOPHAN0001,CN00000010,2014-09-24,,1.65
NV00000185,BOPHAN0003,CN00000004,2013-05-01,2013-05-16,1.51
NV00000199,BOPHAN0003,CN00000006,2011-07-21,,1.84
NV00000058,BOPHAN0003,CN00000010,2011-08-01,2012-02-03,2.0
NV00000124,BOPHAN0003,CN00000002,2011-11-13,2014-05-20,1.08
NV00000191,BOPHAN0002,CN00000001,2013-09-28,2013-11-18,1.73
NV00000180,BOPHAN0003,CN00000003,2019-09-23,,1.59
NV00000052,BOPHAN0001,CN00000009,2016-09-27,2018-08-10,1.68
NV00000065,BOPHAN0001,CN00000003,2013-11-25,2015-07-25,1.97
NV00000166,BOPHAN0004,CN00000002,2018-07-13,,1.68
NV00000065,BOPHAN0001,CN00000010,2011-11-03,,2.0
NV00000057,BOPHAN0002,CN00000003,2012-03-30,,1.12
NV00000024,BOPHAN0004,CN00000008,2016-09-15,,1.93
NV00000031,BOPHAN0004,CN00000002,2013-06-15,,1.64
NV00000178,BOPHAN0002,CN00000008,2017-12-14,2018-10-14,1.18
NV00000106,BOPHAN0004,CN00000002,2012-02-26,,1.04
NV00000183,BOPHAN0003,CN00000009,2015-09-12,2015-11-16,1.1
NV00000117,BOPHAN0004,CN00000008,2012-01-18,2012-12-26,1.01
NV00000127,BOPHAN0002,CN00000009,2019-03-16,,1.96
NV00000133,BOPHAN0002,CN00000002,2012-02-24,2014-04-04,1.97
NV00000039,BOPHAN0001,CN00000010,2011-11-30,2013-05-13,1.37
NV00000028,BOPHAN0001,CN00000005,2016-06-13,,1.44
NV00000087,BOPHAN0002,CN00000008,2015-12-10,2016-12-03,1.12
NV00000133,BOPHAN0003,CN00000004,2018-12-06,2020-06-19,1.96
NV00000171,BOPHAN0001,CN00000006,2017-09-23,2017-10-20,1.55
NV00000087,BOPHAN0004,CN00000009,2016-09-14,2019-01-28,1.23
NV00000064,BOPHAN0003,CN00000003,2013-07-31,,1.72
NV00000066,BOPHAN0003,CN00000004,2013-10-11,2014-12-06,1.6
NV00000187,BOPHAN0002,CN00000003,2014-07-27,2014-08-15,1.27
NV00000112,BOPHAN0002,CN00000003,2010-03-02,2011-04-24,1.28
NV00000045,BOPHAN0002,CN00000007,2016-10-23,2019-01-25,1.52
NV00000015,BOPHAN0003,CN00000006,2015-01-03,,1.73
NV00000062,BOPHAN0002,CN00000010,2012-06-12,2013-06-17,1.47
NV00000166,BOPHAN0004,CN00000005,2018-10-23,,1.37
NV00000067,BOPHAN0001,CN00000005,2017-07-30,2019-09-26,1.94
NV00000043,BOPHAN0003,CN00000006,2019-06-28,2021-07-30,1.3
NV00000183,BOPHAN0002,CN00000010,2013-08-26,,1.74
NV00000008,BOPHAN0004,CN00000009,2013-08-12,2015-06-16,1.03
NV00000183,BOPHAN0003,CN00000004,2011-06-25,2013-05-12,1.73
NV00000040,BOPHAN0001,CN00000009,2019-07-01,2019-09-01,1.35
NV00000134,BOPHAN0002,CN00000004,2015-03-13,2017-04-21,1.53
NV00000073,BOPHAN0001,CN00000007,2013-03-24,,1.84
NV00000080,BOPHAN0003,CN00000007,2017-08-06,2019-10-24,1.2
NV00000169,BOPHAN0002,CN00000002,2010-03-16,,1.81
NV00000044,BOPHAN0003,CN00000004,2018-10-31,,1.06
NV00000186,BOPHAN0002,CN00000010,2011-03-28,2012-11-10,1.26
NV00000024,BOPHAN0004,CN00000005,2018-07-13,,1.11
NV00000049,BOPHAN0001,CN00000001,2016-03-19,,1.81
NV00000127,BOPHAN0001,CN00000008,2013-12-05,,1.98
NV00000127,BOPHAN0002,CN00000003,2019-11-09,,1.09
NV00000175,BOPHAN0002,CN00000003,2015-05-16,,1.3
NV00000198,BOPHAN0004,CN00000002,2010-09-12,,1.36
NV00000114,BOPHAN0003,CN00000004,2014-01-27,,1.89
NV00000094,BOPHAN0002,CN00000002,2010-02-13,2011-08-08,1.34
NV00000194,BOPHAN0002,CN00000001,2014-10-27,2017-03-27,1.08
NV00000064,BOPHAN0002,CN00000007,2015-07-30,,1.79
NV00000131,BOPHAN0003,CN00000005,2016-05-25,2018-01-10,1.5
NV00000162,BOPHAN0003,CN00000004,2015-08-01,2017-06-28,1.72
NV00000143,BOPHAN0001,CN00000002,2010-10-21,,1.78
NV00000185,BOPHAN0002,CN00000010,2014-06-28,2014-08-17,1.11
NV00000139,BOPHAN0002,CN00000001,2017-09-27,,1.46
